NEnr;ID_Source;ID_Finance;IDTFinance;Provenance;DateDebut;DateFin;MontantPrevu;MontantRealise;Observation
964;964;648;RECETTES;CAC;01/01/2010;31/12/2010;58 179 340,000000;58 179 340,000000;
453;453;175;RECETTES;CAC;01/01/2011;31/12/2011;86 816 850,000000;86 816 850,000000;
709;709;433;RECETTES;CAC;01/01/2009;31/12/2009;21 725 356,000000;21 725 356,000000;
965;965;649;RECETTES;CAC;01/01/2011;31/12/2011;49 236 745,000000;49 236 745,000000;
454;454;176;RECETTES;CAC;01/01/2012;30/06/2012;52 012 335,000000;52 012 335,000000;
710;710;434;RECETTES;CAC;01/01/2010;31/12/2010;39 852 849,000000;39 852 849,000000;
966;966;650;RECETTES;CAC;01/01/2012;30/06/2012;32 780 881,000000;32 780 881,000000;
455;455;177;RECETTES;CAC;01/01/2007;31/12/2007;42 388 271,000000;42 388 271,000000;
711;711;435;RECETTES;CAC;01/01/2011;31/12/2011;46 424 002,000000;46 424 002,000000;
967;967;651;RECETTES;CAC;01/01/2007;31/12/2007;38 534 791,000000;38 534 791,000000;
456;456;178;RECETTES;CAC;01/01/2008;31/12/2008;32 101 256,000000;32 101 256,000000;
712;712;436;RECETTES;CAC;01/01/2012;30/06/2012;31 341 470,000000;31 341 470,000000;
968;968;652;RECETTES;CAC;01/01/2008;31/12/2008;29 182 960,000000;29 182 960,000000;
457;457;179;RECETTES;CAC;01/01/2009;31/12/2009;34 887 436,000000;34 887 436,000000;
713;713;437;RECETTES;CAC;01/01/2007;31/12/2007;5 367 896,000000;5 367 896,000000;
969;969;653;RECETTES;CAC;01/01/2009;31/12/2009;31 715 851,000000;31 715 851,000000;
458;458;180;RECETTES;CAC;01/01/2010;31/12/2010;63 997 273,000000;63 997 273,000000;
714;714;438;RECETTES;CAC;01/01/2008;31/12/2008;4 065 186,000000;4 065 186,000000;
970;970;654;RECETTES;CAC;01/01/2010;31/12/2010;58 179 340,000000;58 179 340,000000;
459;459;181;RECETTES;CAC;01/01/2011;31/12/2011;65 212 956,000000;65 212 956,000000;
715;715;439;RECETTES;CAC;01/01/2009;31/12/2009;4 418 017,000000;4 418 017,000000;
971;971;655;RECETTES;CAC;01/01/2011;31/12/2011;41 503 347,000000;41 503 347,000000;
460;460;182;RECETTES;CAC;01/01/2012;30/06/2012;40 956 635,000000;40 956 635,000000;
716;716;440;RECETTES;CAC;01/01/2010;31/12/2010;8 104 382,000000;8 104 382,000000;
972;972;656;RECETTES;CAC;01/01/2012;30/06/2012;28 823 347,000000;28 823 347,000000;
461;461;183;RECETTES;CAC;01/01/2007;31/12/2007;157 799 974,000000;157 799 974,000000;
717;717;441;RECETTES;CAC;01/01/2011;31/12/2011;21 278 378,000000;21 278 378,000000;
973;973;657;RECETTES;CAC;01/01/2007;31/12/2007;28 945 409,000000;28 945 409,000000;
462;462;184;RECETTES;CAC;01/01/2008;31/12/2008;119 504 223,000000;119 504 223,000000;
718;718;442;RECETTES;CAC;01/01/2012;31/12/2012;18 473 307,000000;18 473 307,000000;
974;974;658;RECETTES;CAC;01/01/2008;31/12/2008;21 920 780,000000;21 920 780,000000;
463;463;185;RECETTES;CAC;01/01/2009;31/12/2009;129 876 406,000000;129 876 406,000000;
719;719;443;RECETTES;CAC;01/01/2007;31/12/2007;32 282 522,000000;32 282 522,000000;
975;975;659;RECETTES;CAC;01/01/2009;31/12/2009;23 823 361,000000;23 823 361,000000;
464;464;186;RECETTES;CAC;01/01/2010;31/12/2010;238 244 396,000000;238 244 396,000000;
720;720;444;RECETTES;CAC;01/01/2008;31/12/2008;24 448 025,000000;24 448 025,000000;
976;976;660;RECETTES;CAC;01/01/2010;31/12/2010;43 701 411,000000;43 701 411,000000;
465;465;187;RECETTES;CAC;01/01/2011;31/12/2011;206 399 089,000000;206 399 089,000000;
721;721;445;RECETTES;CAC;01/01/2009;31/12/2009;26 569 954,000000;26 569 954,000000;
977;977;661;RECETTES;CAC;01/01/2011;31/12/2011;46 621 618,000000;46 621 618,000000;
466;466;188;RECETTES;CAC;01/01/2012;30/06/2012;113 208 025,000000;113 208 025,000000;
722;722;446;RECETTES;CAC;01/01/2010;31/12/2010;48 739 743,000000;48 739 743,000000;
978;978;662;RECETTES;CAC;01/01/2012;30/06/2012;31 442 599,000000;31 442 599,000000;
467;467;189;RECETTES;CAC;01/01/2007;31/12/2007;28 901 094,000000;28 901 094,000000;
723;723;447;RECETTES;CAC;01/01/2011;31/12/2011;48 474 824,000000;48 474 824,000000;
979;979;663;RECETTES;CAC;01/01/2007;31/12/2007;31 997 364,000000;31 997 364,000000;
468;468;190;RECETTES;CAC;01/01/2008;31/12/2008;21 887 219,000000;21 887 219,000000;
724;724;448;RECETTES;CAC;01/01/2012;31/12/2012;32 390 970,000000;32 390 970,000000;
980;980;664;RECETTES;CAC;01/01/2008;31/12/2008;24 232 071,000000;24 232 071,000000;
469;469;191;RECETTES;CAC;01/01/2009;31/12/2009;23 786 888,000000;23 786 888,000000;
725;725;449;RECETTES;CAC;01/01/2007;31/12/2007;56 081 610,000000;56 081 610,000000;
981;981;665;RECETTES;CAC;01/01/2009;31/12/2009;26 335 256,000000;26 335 256,000000;
470;470;192;RECETTES;CAC;01/01/2010;31/12/2010;43 634 505,000000;43 634 505,000000;
726;726;450;RECETTES;CAC;01/01/2008;31/12/2008;42 471 420,000000;42 471 420,000000;
982;982;666;RECETTES;CAC;01/01/2010;31/12/2010;48 309 215,000000;48 309 215,000000;
471;471;193;RECETTES;CAC;01/01/2011;31/12/2011;66 834 617,000000;66 834 617,000000;
727;727;451;RECETTES;CAC;01/01/2009;31/12/2009;46 157 663,000000;46 157 663,000000;
983;983;667;RECETTES;CAC;01/01/2011;31/12/2011;51 443 463,000000;51 443 463,000000;
472;472;194;RECETTES;CAC;01/01/2012;30/06/2012;40 676 843,000000;40 676 843,000000;
728;728;452;RECETTES;CAC;01/01/2010;31/12/2010;84 671 303,000000;84 671 303,000000;
984;984;668;RECETTES;CAC;01/01/2012;30/06/2012;33 910 159,000000;33 910 159,000000;
473;473;195;RECETTES;CAC;01/01/2007;31/12/2007;50 640 496,000000;50 640 496,000000;
729;729;453;RECETTES;CAC;01/01/2011;31/12/2011;93 239 392,000000;93 239 392,000000;
985;985;669;RECETTES;CAC;01/01/2007;31/12/2007;21 329 008,000000;21 329 008,000000;
474;474;196;RECETTES;CAC;01/01/2008;31/12/2008;38 350 788,000000;38 350 788,000000;
730;730;454;RECETTES;CAC;01/01/2012;30/06/2012;55 299 042,000000;55 299 042,000000;
986;986;670;RECETTES;CAC;01/01/2008;31/12/2008;16 152 768,000000;16 152 768,000000;
475;475;197;RECETTES;CAC;01/01/2009;31/12/2009;41 679 385,000000;41 679 385,000000;
987;987;671;RECETTES;CAC;01/01/2009;31/12/2009;17 554 723,000000;17 554 723,000000;
476;476;198;RECETTES;CAC;01/01/2010;31/12/2010;76 456 379,000000;76 456 379,000000;
988;988;672;RECETTES;CAC;01/01/2010;31/12/2010;32 202 263,000000;32 202 263,000000;
477;477;199;RECETTES;CAC;01/01/2011;31/12/2011;94 236 257,000000;94 236 257,000000;
733;733;455;RECETTES;CAC;01/01/2007;31/12/2007;30 066 771,000000;30 066 771,000000;
989;989;673;RECETTES;CAC;01/01/2011;31/12/2011;49 392 643,000000;49 392 643,000000;
478;478;200;RECETTES;CAC;01/01/2012;30/06/2012;55 809 184,000000;55 809 184,000000;
734;734;456;RECETTES;CAC;01/01/2008;31/12/2008;22 770 005,000000;22 770 005,000000;
990;990;674;RECETTES;CAC;01/01/2012;30/06/2012;32 860 660,000000;32 860 660,000000;
479;479;201;RECETTES;CAC;01/01/2007;31/12/2007;30 552 106,000000;30 552 106,000000;
735;735;457;RECETTES;CAC;01/01/2009;31/12/2009;24 746 293,000000;24 746 293,000000;
991;991;675;RECETTES;CAC;01/01/2007;31/12/2007;106 789 543,000000;106 789 543,000000;
480;480;202;RECETTES;CAC;01/01/2008;31/12/2008;35 992 318,000000;35 992 318,000000;
736;736;458;RECETTES;CAC;01/01/2010;31/12/2010;45 394 429,000000;45 394 429,000000;
992;992;676;RECETTES;CAC;01/01/2008;31/12/2008;80 873 278,000000;80 873 278,000000;
481;481;203;RECETTES;CAC;01/01/2009;31/12/2009;39 116 216,000000;39 116 216,000000;
737;737;459;RECETTES;CAC;01/01/2011;31/12/2011;43 363 139,000000;43 363 139,000000;
993;993;677;RECETTES;CAC;01/01/2009;31/12/2009;87 892 552,000000;87 892 552,000000;
482;482;204;RECETTES;CAC;01/01/2010;31/12/2010;71 754 519,000000;71 754 519,000000;
738;738;460;RECETTES;CAC;01/01/2012;30/06/2012;29 775 087,000000;29 775 087,000000;
994;994;678;RECETTES;CAC;01/01/2010;31/12/2010;161 229 497,000000;161 229 497,000000;
483;483;205;RECETTES;CAC;01/01/2011;31/12/2011;66 025 379,000000;66 025 379,000000;
995;995;679;RECETTES;CAC;01/01/2011;31/12/2011;151 982 046,000000;151 982 046,000000;
484;484;206;RECETTES;CAC;01/01/2012;30/06/2012;41 372 390,000000;41 372 390,000000;
996;996;680;RECETTES;CAC;01/01/2012;30/06/2012;85 360 339,000000;85 360 339,000000;
485;485;207;RECETTES;CAC;01/01/2007;31/12/2007;23 120 875,000000;23 120 875,000000;
997;997;681;RECETTES;CAC;01/01/2007;31/12/2007;48 168 490,000000;48 168 490,000000;
486;486;208;RECETTES;CAC;01/01/2008;31/12/2008;17 509 777,000000;17 509 777,000000;
998;998;682;RECETTES;CAC;01/01/2008;31/12/2008;36 478 702,000000;36 478 702,000000;
487;487;209;RECETTES;CAC;01/01/2009;31/12/2009;19 029 511,000000;19 029 511,000000;
999;999;683;RECETTES;CAC;01/01/2009;31/12/2009;39 644 814,000000;39 644 814,000000;
488;488;210;RECETTES;CAC;01/01/2010;31/12/2010;34 907 605,000000;34 907 605,000000;
1000;1000;684;RECETTES;CAC;01/01/2010;31/12/2010;72 724 175,000000;72 724 175,000000;
489;489;211;RECETTES;CAC;01/01/2011;31/12/2011;49 915 228,000000;49 915 228,000000;
1001;1001;685;RECETTES;CAC;01/01/2011;31/12/2011;75 225 533,000000;75 225 533,000000;
490;490;212;RECETTES;CAC;01/01/2012;30/06/2012;33 128 091,000000;33 128 091,000000;
1002;1002;686;RECETTES;CAC;01/01/2012;30/06/2012;46 080 529,000000;46 080 529,000000;
491;491;213;RECETTES;CAC;01/01/2007;31/12/2007;30 552 106,000000;30 552 106,000000;
1003;1003;687;RECETTES;CAC;01/01/2007;31/12/2007;23 120 875,000000;23 120 875,000000;
492;492;214;RECETTES;CAC;01/01/2008;31/12/2008;35 992 318,000000;35 992 318,000000;
1004;1004;688;RECETTES;CAC;01/01/2008;31/12/2008;17 509 777,000000;17 509 777,000000;
493;493;215;RECETTES;CAC;01/01/2009;31/12/2009;39 116 216,000000;39 116 216,000000;
1005;1005;689;RECETTES;CAC;01/01/2011;31/12/2011;19 029 511,000000;19 029 511,000000;
494;494;216;RECETTES;CAC;01/01/2010;31/12/2010;71 754 519,000000;71 754 519,000000;
1006;1006;690;RECETTES;CAC;01/01/2010;31/12/2010;34 907 605,000000;34 907 605,000000;
495;495;217;RECETTES;CAC;01/01/2011;31/12/2011;86 461 749,000000;86 461 749,000000;
1007;1007;691;RECETTES;CAC;01/01/2011;31/12/2011;41 417 713,000000;41 417 713,000000;
496;496;218;RECETTES;CAC;01/01/2012;30/06/2012;45 449 031,000000;45 449 031,000000;
1008;1008;692;RECETTES;CAC;01/01/2012;30/06/2012;28 779 524,000000;28 779 524,000000;
497;497;219;RECETTES;CAC;01/01/2007;31/12/2007;15 150 132,000000;15 150 132,000000;
1009;1009;693;RECETTES;CAC;01/01/2007;31/12/2007;24 621 805,000000;24 621 805,000000;
498;498;220;RECETTES;CAC;01/01/2008;31/12/2008;14 420 893,000000;14 420 893,000000;
1010;1010;694;RECETTES;CAC;01/01/2008;31/12/2008;18 646 452,000000;18 646 452,000000;
499;499;221;RECETTES;CAC;01/01/2009;31/12/2009;14 786 137,000000;14 786 137,000000;
1011;1011;695;RECETTES;CAC;01/01/2009;31/12/2009;20 264 842,000000;20 264 842,000000;
500;500;222;RECETTES;CAC;01/01/2010;31/12/2010;24 718 107,000000;24 718 107,000000;
1012;1012;696;RECETTES;CAC;01/01/2010;31/12/2010;37 173 689,000000;37 173 689,000000;
501;501;223;RECETTES;CAC;01/01/2011;31/12/2011;61 384 767,000000;61 384 767,000000;
1013;1013;697;RECETTES;CAC;01/01/2011;31/12/2011;32 035 310,000000;32 035 310,000000;
502;502;224;RECETTES;CAC;01/01/2012;30/06/2012;43 606 936,000000;43 606 936,000000;
1014;1014;698;RECETTES;CAC;01/01/2012;30/06/2012;23 978 121,000000;23 978 121,000000;
503;503;225;RECETTES;CAC;01/01/2007;31/12/2007;15 150 132,000000;15 150 132,000000;
1015;1015;699;RECETTES;CAC;01/01/2007;31/12/2007;26 644 881,000000;26 644 881,000000;
504;504;226;RECETTES;CAC;01/01/2008;31/12/2008;14 420 893,000000;14 420 893,000000;
1016;1016;700;RECETTES;CAC;01/01/2008;31/12/2008;20 178 558,000000;20 178 558,000000;
505;505;227;RECETTES;CAC;01/01/2009;31/12/2009;14 786 137,000000;14 786 137,000000;
1017;1017;701;RECETTES;CAC;01/01/2009;31/12/2009;21 929 925,000000;21 929 925,000000;
506;506;228;RECETTES;CAC;01/01/2010;31/12/2010;24 718 107,000000;24 718 107,000000;
1018;1018;702;RECETTES;CAC;01/01/2010;31/12/2010;40 228 105,000000;40 228 105,000000;
507;507;229;RECETTES;CAC;01/01/2011;31/12/2011;65 639 855,000000;65 639 855,000000;
1019;1019;703;RECETTES;CAC;01/01/2011;31/12/2011;39 849 953,000000;39 849 953,000000;
508;508;230;RECETTES;CAC;01/01/2012;30/06/2012;46 177 931,000000;46 177 931,000000;
1020;1020;704;RECETTES;CAC;01/01/2012;30/06/2012;27 977 230,000000;27 977 230,000000;
509;509;231;RECETTES;CAC;01/01/2007;31/12/2007;15 150 132,000000;15 150 132,000000;
1021;1021;705;RECETTES;CAC;01/01/2007;31/12/2007;20 481 242,000000;20 481 242,000000;
510;510;232;RECETTES;CAC;01/01/2008;31/12/2008;14 420 893,000000;14 420 893,000000;
1022;1022;706;RECETTES;CAC;01/01/2008;31/12/2008;15 510 743,000000;15 510 743,000000;
511;511;233;RECETTES;CAC;01/01/2009;31/12/2009;14 786 137,000000;14 786 137,000000;
1023;1023;707;RECETTES;CAC;01/01/2009;31/12/2009;16 856 975,000000;16 856 975,000000;
61;61;14;DEPENSES;Credits transferes;01/01/2014;31/12/2014;0,000000;350 000 000,000000;Transfert de competences
66;66;22;RECETTES;Credits transferes;01/01/2012;31/12/2012;0,000000;79 751 706,000000;Ressources transferees 
70;70;19;RECETTES;Credits transferes;01/01/2010;31/12/2010;0,000000;62 896 912,000000;Ressources transferees 
77;77;19;RECETTES;Credits transferes;01/01/2011;31/12/2011;0,000000;59 400 941,000000;Ressources transferees 
922;922;606;RECETTES;Credits transferes;01/01/2009;31/12/2009;26 958 473,000000;26 958 473,000000;
177;177;74;RECETTES;Credits transferes;01/01/2010;31/12/2010;85 579 037,000000;85 579 037,000000;
260;260;74;RECETTES;Droit d'occupation temporaire de voie;01/01/2010;31/12/2010;2 000 000,000000;2 000 000,000000;
269;269;75;RECETTES;Droit d'occupation temporaire de voie;01/01/2011;31/12/2011;5 000 000,000000;5 000 000,000000;
250;250;73;RECETTES;Droit d'occupation temporaire de voie;01/01/2009;31/12/2009;3 500 000,000000;3 500 000,000000;
33;33;4;;Droit de fouriere;;;0,000000;3 000,000000;
43;43;5;;Droit de fouriere;;;0,000000;75 000,000000;
53;53;6;;Droit de fouriere;;;0,000000;34 000,000000;
259;259;74;RECETTES;Droit de permis de batir;01/01/2010;31/12/2010;2 500 000,000000;2 500 000,000000;
268;268;75;RECETTES;Droit de permis de batir;01/01/2011;31/12/2011;5 000 000,000000;5 000 000,000000;
249;249;73;RECETTES;Droit de permis de batir;01/01/2009;31/12/2009;2 500 000,000000;2 500 000,000000;
258;258;74;RECETTES;Droit de place sur le marche;01/01/2010;31/12/2010;7 500 000,000000;7 500 000,000000;
267;267;75;RECETTES;Droit de place sur le marche;01/01/2011;31/12/2011;10 000 000,000000;10 000 000,000000;
30;30;4;;Droit de place sur le marche;;;0,000000;1 069 900,000000;
40;40;5;;Droit de place sur le marche;;;0,000000;984 700,000000;
50;50;6;;Droit de place sur le marche;;;0,000000;1 210 950,000000;
248;248;73;RECETTES;Droit de place sur le marche;01/01/2009;31/12/2009;12 500 000,000000;12 500 000,000000;
36;36;4;;Droit de quai;;;0,000000;198 500,000000;
46;46;5;;Droit de quai;;;0,000000;208 000,000000;
56;56;6;;Droit de quai;;;0,000000;331 000,000000;
270;270;75;RECETTES;Droit de stationnement;01/01/2011;31/12/2011;1 000 000,000000;1 000 000,000000;
34;34;4;;Droit de stationnement;;;0,000000;66 000,000000;
44;44;5;;Droit de stationnement;;;0,000000;126 350,000000;
54;54;6;;Droit de stationnement;;;0,000000;228 000,000000;
251;251;73;RECETTES;Droit de stationnement;01/01/2009;31/12/2009;1 000 000,000000;1 000 000,000000;
29;29;4;;Droit et timbre;;;0,000000;669 200,000000;
39;39;5;;Droit et timbre;;;0,000000;927 000,000000;
49;49;6;;Droit et timbre;;;0,000000;598 000,000000;
71;71;19;RECETTES;Droit et timbre;01/01/2010;31/12/2010;0,000000;24 970 806,000000;RECETTES FISCALES 
73;73;22;RECETTES;Droit et timbre;01/01/2012;31/12/2012;0,000000;198 292 786,000000;RECETTES FISCALES 
78;78;19;RECETTES;Droit et timbre;01/01/2011;31/12/2011;0,000000;34 787 021,000000;RECETTES FISCALES 
291;291;77;DEPENSES;Depenses de fonctionnement courant;01/01/2011;31/12/2011;128 121 456,000000;93 005 699,000000;
304;304;78;DEPENSES;Depenses de fonctionnement courant;01/01/2012;31/12/2012;93 005 699,000000;59 763 196,000000;
312;312;62;DEPENSES;Depenses de fonctionnement courant;01/01/2011;31/12/2011;4 256 046,000000;4 256 046,000000;
316;316;63;DEPENSES;Depenses de fonctionnement courant;01/01/2012;31/12/2012;35 274 412,000000;35 274 412,000000;
320;320;64;DEPENSES;Depenses de fonctionnement courant;01/01/2013;31/12/2013;20 110 586,000000;20 110 586,000000;
322;322;85;RECETTES;Depenses de fonctionnement courant;01/01/2009;31/12/2009;354 902 800,000000;245 798 867,000000;
355;355;104;FONCTIONNEMENT;Depenses de fonctionnement courant;01/01/2011;31/12/2011;45 141 330,000000;39 701 044,000000;
371;371;105;FONCTIONNEMENT;Depenses de fonctionnement courant;01/01/2012;31/12/2012;89 524 500,000000;48 075 672,000000;
387;387;106;FONCTIONNEMENT;Depenses de fonctionnement courant;01/01/2013;31/12/2013;51 801 100,000000;37 868 925,000000;
310;310;62;DEPENSES;Depenses du personnel;01/01/2011;31/12/2011;12 477 076,000000;12 477 076,000000;
314;314;63;DEPENSES;Depenses du personnel;01/01/2012;31/12/2012;69 180 308,000000;69 180 308,000000;
318;318;64;DEPENSES;Depenses du personnel;01/12/2013;31/12/2013;71 031 234,000000;71 031 234,000000;
353;353;104;FONCTIONNEMENT;Depenses du personnel;01/01/2011;31/12/2011;39 671 544,000000;27 845 167,000000;
369;369;105;FONCTIONNEMENT;Depenses du personnel;01/01/2012;31/12/2012;31 177 798,000000;26 121 997,000000;
385;385;106;FONCTIONNEMENT;Depenses du personnel;01/01/2013;31/12/2013;32 162 905,000000;21 874 325,000000;
278;278;65;DEPENSES;Depenses pour l'equipe Municipal;01/01/2010;31/12/2010;24 752 500,000000;15 685 649,000000;
290;290;77;DEPENSES;Depenses pour l'equipe Municipal;01/01/2011;31/12/2011;76 141 214,000000;47 806 194,000000;
303;303;78;DEPENSES;Depenses pour l'equipe Municipal;01/01/2012;31/12/2012;140 699 299,000000;34 442 557,000000;
311;311;62;DEPENSES;Depenses pour l'equipe Municipal;01/01/2011;31/12/2011;8 614 840,000000;8 614 840,000000;
315;315;63;DEPENSES;Depenses pour l'equipe Municipal;01/01/2012;31/12/2012;16 829 080,000000;16 829 080,000000;
319;319;64;DEPENSES;Depenses pour l'equipe Municipal;01/01/2013;31/12/2013;17 758 775,000000;17 758 775,000000;
354;354;104;FONCTIONNEMENT;Depenses pour l'equipe Municipal;01/01/2011;31/12/2011;0,000000;0,000000;
370;370;105;FONCTIONNEMENT;Depenses pour l'equipe Municipal;01/01/2012;31/12/2012;0,000000;0,000000;
386;386;106;FONCTIONNEMENT;Depenses pour l'equipe Municipal;01/01/2013;31/12/2013;0,000000;0,000000;
224;224;73;DEPENSES;Depenses pour l'equipe Municipal;01/01/2009;31/12/2009;38 099 969,000000;38 099 969,000000;
235;235;74;DEPENSES;Depenses pour l'equipe Municipal;01/01/2010;31/12/2010;20 790 050,000000;20 790 050,000000;
246;246;75;DEPENSES;Depenses pour l'equipe Municipal;01/01/2011;31/12/2011;33 482 000,000000;33 482 000,000000;
174;174;73;RECETTES;Emprunt e LMT;01/01/2009;31/12/2009;20 444 320,000000;20 444 320,000000;
191;191;74;RECETTES;Emprunt e LMT;01/01/2010;31/12/2010;46 309 200,000000;46 309 200,000000;
209;209;75;RECETTES;Emprunt e LMT;01/01/2011;31/12/2011;10 000 000,000000;10 000 000,000000;
360;360;104;INVESTISSEMENT;Engins;01/01/2011;31/12/2011;1 000 000,000000;0,000000;
376;376;105;INVESTISSEMENT;Engins;01/01/2012;31/12/2012;1 000 000,000000;945 000,000000;
392;392;106;INVESTISSEMENT;Engins;01/01/2013;31/12/2013;2 000 000,000000;1 890 000,000000;
280;280;65;DEPENSES;Entretien du patrimoine communal ;01/01/2010;31/12/2010;54 115 033,000000;49 158 011,000000;
292;292;77;DEPENSES;Entretien du patrimoine communal ;01/01/2011;31/12/2011;4 867 926,000000;5 000 000,000000;
305;305;78;DEPENSES;Entretien du patrimoine communal ;01/01/2012;31/12/2012;5 000 000,000000;3 031 600,000000;
357;357;104;FONCTIONNEMENT;Entretien du patrimoine communal ;01/01/2011;31/12/2011;3 550 000,000000;0,000000;
373;373;105;FONCTIONNEMENT;Entretien du patrimoine communal ;01/01/2012;31/12/2012;3 840 000,000000;3 771 860,000000;
389;389;106;FONCTIONNEMENT;Entretien du patrimoine communal ;01/01/2013;31/12/2013;26 639 050,000000;10 316 416,000000;
283;283;65;DEPENSES;Equipements divers;01/01/2010;31/12/2010;90 436 116,000000;26 667 355,000000;
295;295;77;DEPENSES;Equipements divers;01/01/2011;31/12/2011;80 896 216,000000;140 699 299,000000;
308;308;78;DEPENSES;Equipements divers;01/01/2012;31/12/2012;140 699 299,000000;34 442 557,000000;
362;362;104;INVESTISSEMENT;Equipements divers;01/01/2011;31/12/2011;23 300 000,000000;22 300 000,000000;
378;378;105;INVESTISSEMENT;Equipements divers;01/01/2012;31/12/2012;78 312 902,000000;49 993 806,000000;
394;394;106;INVESTISSEMENT;Equipements divers;01/01/2013;31/12/2013;57 850 000,000000;24 763 014,000000;
4;4;69;RECETTES;FEICOM (CAC);01/01/2012;31/12/2012;75 000 000,000000;75 000 000,000000;
11;11;66;RECETTES;FEICOM (CAC);01/01/2016;31/12/2016;50 000 000,000000;50 000 000,000000;
12;12;72;RECETTES;FEICOM (CAC);01/01/2015;31/12/2015;247 390 661,000000;247 390 661,000000;
15;15;71;RECETTES;FEICOM (CAC);01/01/2014;31/12/2014;240 185 108,000000;240 185 108,000000;
18;18;70;RECETTES;FEICOM (CAC);01/01/2013;31/12/2013;174 689 425,000000;174 689 425,000000;
59;59;14;RECETTES;FEICOM (CAC);01/01/2014;31/12/2014;0,000000;100 000 000,000000;"Acquis
66% fonctionnement et 33 % d'investissement 
"
63;63;16;RECETTES;FEICOM (CAC);01/01/2011;31/12/2011;0,000000;957 000 000,000000;"70 000 000   Salles de classe, Akomnyada, Nkolnyama, Mbockulu, Nkong si 
1000 000   Entretien routier, 600 000   Secours aux indigents , 600 000   CPFF 
 Recettes  propres issues des taxes communales"
67;67;22;RECETTES;FEICOM (CAC);01/01/2012;31/12/2012;0,000000;648 260 844,000000;CAC 
69;69;19;RECETTES;FEICOM (CAC);01/01/2010;31/12/2010;0,000000;453 182 102,000000;CAC 
76;76;19;RECETTES;FEICOM (CAC);01/01/2011;31/12/2011;0,000000;637 145 197,000000;CAC
84;84;32;RECETTES;FEICOM (CAC);01/01/2014;31/12/2014;297 000 000,000000;297 000 000,000000;
171;171;73;RECETTES;Fonds de dotation;01/01/2009;31/12/2009;50 100 000,000000;50 100 000,000000;
188;188;74;RECETTES;Fonds de dotation;01/01/2010;31/12/2010;50 450 000,000000;50 450 000,000000;
206;206;75;RECETTES;Fonds de dotation;01/01/2011;31/12/2011;43 959 275,000000;43 959 275,000000;
125;125;60;DEPENSES;Frais financiers;;;2 000 000,000000;2 000 000,000000;
150;150;61;DEPENSES;Frais financiers;;;2 000 000,000000;2 000 000,000000;
215;215;73;DEPENSES;Frais financiers;01/01/2009;31/12/2009;200 000,000000;200 000,000000;
227;227;74;DEPENSES;Frais financiers;01/01/2010;31/12/2010;76 866 751,000000;76 866 751,000000;
229;229;74;DEPENSES;Frais financiers;01/01/2010;31/12/2010;10 000,000000;10 000,000000;
238;238;75;DEPENSES;Frais financiers;01/01/2011;31/12/2011;500 000,000000;500 000,000000;
277;277;65;DEPENSES;Frais personnels;01/01/2010;31/12/2010;57 186 113,000000;47 496 713,000000;
289;289;77;DEPENSES;Frais personnels;01/01/2011;31/12/2011;77 739 009,000000;26 663 250,000000;
302;302;78;DEPENSES;Frais personnels;01/01/2012;31/12/2012;94 533 922,000000;47 401 943,000000;
337;337;91;FONCTIONNEMENT;Frais personnels;01/01/2011;31/12/2011;32 295 212,000000;0,000000; Les biens et services consommees ainsi que les frais du personnel sont la principale prevision de fonctionnement.
102;102;59;DEPENSES;Frais personnels;;;35 417 317,000000;35 417 317,000000;
123;123;60;DEPENSES;Frais personnels;;;38 937 992,000000;38 937 992,000000;
148;148;61;DEPENSES;Frais personnels;;;40 460 000,000000;40 460 000,000000;
205;205;75;DEPENSES;Frais personnels;01/01/2011;31/12/2011;85 328 250,000000;85 328 250,000000;
213;213;73;DEPENSES;Frais personnels;01/01/2009;31/12/2009;71 583 375,000000;71 583 375,000000;
740;740;129;FONCTIONNEMENT;Frais personnels;01/01/2012;31/12/2012;29 951 252,000000;0,000000;
754;754;461;FONCTIONNEMENT;Frais personnels;01/01/2013;31/12/2013;34 228 684,000000;0,000000;
108;108;59;DEPENSES;Immobilisations    incorporelles et   depenses   payables   par annuite;;;3 200 000,000000;3 200 000,000000;
131;131;60;DEPENSES;Immobilisations    incorporelles et   depenses   payables   par annuite;;;1 000 000,000000;1 000 000,000000;
155;155;61;DEPENSES;Immobilisations    incorporelles et   depenses   payables   par annuite;;;2 000 000,000000;2 000 000,000000;
262;262;75;RECETTES;Impet liberatoire;01/01/2011;31/12/2011;2 000 000,000000;2 000 000,000000;
194;194;73;RECETTES;Impet liberatoire;01/01/2009;31/12/2009;21 118 091,000000;21 118 091,000000;
253;253;74;RECETTES;Impet liberatoire;01/01/2010;31/12/2010;16 846 963,000000;16 846 963,000000;
338;338;91;FONCTIONNEMENT;Impets et taxes;01/01/2011;31/12/2011;1 300 000,000000;0,000000;
103;103;59;DEPENSES;Impets et taxes;;;1 150 000,000000;1 150 000,000000;
124;124;60;DEPENSES;Impets et taxes;;;2 050 000,000000;2 050 000,000000;
149;149;61;DEPENSES;Impets et taxes;;;1 050 000,000000;1 050 000,000000;
163;163;73;RECETTES;Impets et taxes;01/01/2009;31/12/2009;4 400 000,000000;4 400 000,000000;
164;164;73;RECETTES;Impets et taxes;01/01/2009;31/12/2009;38 990 000,000000;38 990 000,000000;
179;179;74;RECETTES;Impets et taxes;01/01/2010;31/12/2010;1 400 000,000000;1 400 000,000000;
